time,x,y,z,yaw,pitch,roll,horizon_x,horizon_y,horizon_z
0.21187806129455566,-211.4215087890625,-316.88104248046875,13.832155227661133,-25.27313468728173,-2.7801662289253084,-101.05017355912716,"[-211.23501586914062, -211.37531724921075, -211.4768718677455, -211.53940137058893, -211.56273436871672, -211.54680690800168, -211.49166264450747, -211.39745272483043, -211.26443537181729, -211.09297517679428, -210.8835421002477, -210.636710183695, -210.35315597627726, -210.0336566803865, -209.67908802141886, -209.30730074988605]","[-315.9271240234375, -316.663796967798, -317.40680313443244, -318.15410599504287, -318.9036572443919, -319.6534024145648, -320.4012865061232, -321.145259620716, -321.8832825797083, -322.61333251342865, -323.33340840571407, -324.0415365785566, -324.7357761018179, -325.4142241131849, -326.07502103378954, -326.7263843922356]","[15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0]"
0.23063349723815918,-211.4215087890625,-316.88104248046875,13.832155227661133,-25.27313468728173,-2.7801662289253084,-101.05017355912716,"[-211.4215087890625, -211.54592799545404, -211.63147314858486, -211.67790977513175, -211.68511059552668, -211.65305587282108, -211.5818334667837, -211.47163859308287, -211.32277328821402, -211.13564558163876, -210.91076837740434, -210.64875804830953, -210.35033274646992, -210.0163104349145, -209.64760664561615, -209.26189119488433]","[-316.88104248046875, -317.62056351822446, -318.36558266628595, -319.1140578789131, -319.8639376375332, -320.61316657381013, -321.3596911032669, -322.10146505401775, -322.8364552751831, -323.5626472096152, -324.27805041565927, -324.98070402281576, -325.66868210635073, -326.34009896612235, -326.99311429516126, -327.63632778310034]","[15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0]"
0.24448060989379883,-211.50726318359375,-317.35931396484375,13.839415550231934,-25.452498110940084,-2.6889308482189223,-100.2345075972035,"[-211.4215087890625, -211.54592799545404, -211.63147314858486, -211.67790977513175, -211.68511059552668, -211.65305587282108, -211.5818334667837, -211.47163859308287, -211.32277328821402, -211.13564558163876, -210.91076837740434, -210.64875804830953, -210.35033274646992, -210.0163104349145, -209.64760664561615, -209.26189119488433]","[-316.88104248046875, -317.62056351822446, -318.36558266628595, -319.1140578789131, -319.8639376375332, -320.61316657381013, -321.3596911032669, -322.10146505401775, -322.8364552751831, -323.5626472096152, -324.27805041565927, -324.98070402281576, -325.66868210635073, -326.34009896612235, -326.99311429516126, -327.63632778310034]","[15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0]"
0.2756319046020508,-211.58802795410156,-317.83843994140625,13.846242904663086,-25.611714228959794,-2.6146651162149177,-99.42109694475154,"[-211.4215087890625, -211.54592799545404, -211.63147314858486, -211.67790977513175, -211.68511059552668, -211.65305587282108, -211.5818334667837, -211.47163859308287, -211.32277328821402, -211.13564558163876, -210.91076837740434, -210.64875804830953, -210.35033274646992, -210.0163104349145, -209.64760664561615, -209.26189119488433]","[-316.88104248046875, -317.62056351822446, -318.36558266628595, -319.1140578789131, -319.8639376375332, -320.61316657381013, -321.3596911032669, -322.10146505401775, -322.8364552751831, -323.5626472096152, -324.27805041565927, -324.98070402281576, -325.66868210635073, -326.34009896612235, -326.99311429516126, -327.63632778310034]","[15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0]"
0.29074645042419434,-211.58802795410156,-317.83843994140625,13.846242904663086,-25.611714228959794,-2.6146651162149177,-99.42109694475154,"[-211.58802795410156, -211.69137308796334, -211.7557035754749, -211.7808430912381, -211.7667227295863, -211.7133811934501, -211.6209646882754, -211.4897265212842, -211.3200264071774, -211.11232948218156, -210.86720502914298, -210.58532491716315, -210.26746176005253, -209.91448679865113, -209.5273675128284, -209.12352209715905]","[-317.83843994140625, -318.58119918066853, -319.3283491606451, -320.07784199513355, -320.8276233763302, -321.5756382055449, -322.3198362260836, -323.0581776428599, -323.78863871333147, -324.50921729443814, -325.2179383303366, -325.9128592658916, -326.592075371085, -327.25372496174924, -327.89599450232146, -328.52798254037504]","[15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0]"
0.3124728202819824,-211.68191528320312,-318.4384460449219,13.85418701171875,-25.686958787357053,-2.5808952320991274,-99.01829437540954,"[-211.58802795410156, -211.69137308796334, -211.7557035754749, -211.7808430912381, -211.7667227295863, -211.7133811934501, -211.6209646882754, -211.4897265212842, -211.3200264071774, -211.11232948218156, -210.86720502914298, -210.58532491716315, -210.26746176005253, -209.91448679865113, -209.5273675128284, -209.12352209715905]","[-317.83843994140625, -318.58119918066853, -319.3283491606451, -320.07784199513355, -320.8276233763302, -321.5756382055449, -322.3198362260836, -323.0581776428599, -323.78863871333147, -324.50921729443814, -325.2179383303366, -325.9128592658916, -326.592075371085, -327.25372496174924, -327.89599450232146, -328.52798254037504]","[15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0]"
0.3438527584075928,-211.75143432617188,-318.91937255859375,13.860101699829102,-25.84419710085753,-2.50268969657606,-98.21225503997444,"[-211.58802795410156, -211.69137308796334, -211.7557035754749, -211.7808430912381, -211.7667227295863, -211.7133811934501, -211.6209646882754, -211.4897265212842, -211.3200264071774, -211.11232948218156, -210.86720502914298, -210.58532491716315, -210.26746176005253, -209.91448679865113, -209.5273675128284, -209.12352209715905]","[-317.83843994140625, -318.58119918066853, -319.3283491606451, -320.07784199513355, -320.8276233763302, -321.5756382055449, -322.3198362260836, -323.0581776428599, -323.78863871333147, -324.50921729443814, -325.2179383303366, -325.9128592658916, -326.592075371085, -327.25372496174924, -327.89599450232146, -328.52798254037504]","[15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0]"
0.3642098903656006,-211.75143432617188,-318.91937255859375,13.860101699829102,-25.84419710085753,-2.50268969657606,-98.21225503997444,"[-211.75143432617188, -211.83908668610994, -211.8876404526415, -211.8969625432648, -211.86702740677697, -211.79791709330806, -211.68982102942735, -211.54303549893834, -211.3579628307853, -211.13511029629782, -210.8750887187952, -210.57861079936237, -210.24648916338612, -209.87963413320665, -209.4790512329975, -209.06196283135097]","[-318.91937255859375, -319.66414673107806, -320.412487586543, -321.16234397467935, -321.91166059120786, -322.6583836113262, -323.40046631909934, -324.1358747173662, -324.8625931027846, -325.57862959073407, -326.2820215749331, -326.97084110680714, -327.64320017986176, -328.29725590457826, -328.9312155596532, -329.5545431342173]","[15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0]"
0.3762481212615967,-211.81597900390625,-319.4010314941406,13.865635871887207,-26.009510607806384,-2.4419311827004413,-97.40488734754416,"[-211.75143432617188, -211.83908668610994, -211.8876404526415, -211.8969625432648, -211.86702740677697, -211.79791709330806, -211.68982102942735, -211.54303549893834, -211.3579628307853, -211.13511029629782, -210.8750887187952, -210.57861079936237, -210.24648916338612, -209.87963413320665, -209.4790512329975, -209.06196283135097]","[-318.91937255859375, -319.66414673107806, -320.412487586543, -321.16234397467935, -321.91166059120786, -322.6583836113262, -323.40046631909934, -324.1358747173662, -324.8625931027846, -325.57862959073407, -326.2820215749331, -326.97084110680714, -327.64320017986176, -328.29725590457826, -328.9312155596532, -329.5545431342173]","[15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0]"
0.41222047805786133,-211.87550354003906,-319.8834533691406,13.870807647705078,-26.11105841502487,-2.416945951209968,-97.00485230175482,"[-211.75143432617188, -211.83908668610994, -211.8876404526415, -211.8969625432648, -211.86702740677697, -211.79791709330806, -211.68982102942735, -211.54303549893834, -211.3579628307853, -211.13511029629782, -210.8750887187952, -210.57861079936237, -210.24648916338612, -209.87963413320665, -209.4790512329975, -209.06196283135097]","[-318.91937255859375, -319.66414673107806, -320.412487586543, -321.16234397467935, -321.91166059120786, -322.6583836113262, -323.40046631909934, -324.1358747173662, -324.8625931027846, -325.57862959073407, -326.2820215749331, -326.97084110680714, -327.64320017986176, -328.29725590457826, -328.9312155596532, -329.5545431342173]","[15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0]"
0.4334573745727539,-211.87550354003906,-319.8834533691406,13.870807647705078,-26.11105841502487,-2.416945951209968,-97.00485230175482,"[-211.87550354003906, -211.94744285983197, -211.98021711161144, -211.97373646342973, -211.92801867829348, -211.84318906547648, -211.71948013705577, -211.55723097061212, -211.356886279842, -211.11899519562826, -210.84420976091047, -210.5332831434808, -210.18706757160362, -209.80651199811854, -209.39265949943646, -208.96252919892336]","[-319.8834533691406, -320.6299091538125, -321.3791069598842, -322.1289932882044, -322.87751275243005, -323.62261371269767, -324.3622538990257, -325.0944060090348, -325.81706326464257, -326.5282449125034, -327.22600165311536, -327.9084209837151, -328.5736324403153, -329.21981272451774, -329.84519070105455, -330.4595911605112]","[15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0]"
0.4440140724182129,-211.92999267578125,-320.3665466308594,13.875689506530762,-26.291331339824733,-2.3679610139475558,-96.21187866493685,"[-211.87550354003906, -211.94744285983197, -211.98021711161144, -211.97373646342973, -211.92801867829348, -211.84318906547648, -211.71948013705577, -211.55723097061212, -211.356886279842, -211.11899519562826, -210.84420976091047, -210.5332831434808, -210.18706757160362, -209.80651199811854, -209.39265949943646, -208.96252919892336]","[-319.8834533691406, -320.6299091538125, -321.3791069598842, -322.1289932882044, -322.87751275243005, -323.62261371269767, -324.3622538990257, -325.0944060090348, -325.81706326464257, -326.5282449125034, -327.22600165311536, -327.9084209837151, -328.5736324403153, -329.21981272451774, -329.84519070105455, -330.4595911605112]","[15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0]"
0.47598743438720703,-211.9793701171875,-320.8502502441406,13.880269050598145,-26.44087946603797,-2.3243737923802406,-95.43232653905046,"[-211.87550354003906, -211.94744285983197, -211.98021711161144, -211.97373646342973, -211.92801867829348, -211.84318906547648, -211.71948013705577, -211.55723097061212, -211.356886279842, -211.11899519562826, -210.84420976091047, -210.5332831434808, -210.18706757160362, -209.80651199811854, -209.39265949943646, -208.96252919892336]","[-319.8834533691406, -320.6299091538125, -321.3791069598842, -322.1289932882044, -322.87751275243005, -323.62261371269767, -324.3622538990257, -325.0944060090348, -325.81706326464257, -326.5282449125034, -327.22600165311536, -327.9084209837151, -328.5736324403153, -329.21981272451774, -329.84519070105455, -330.4595911605112]","[15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0]"
0.49520397186279297,-211.9793701171875,-320.8502502441406,13.880269050598145,-26.44087946603797,-2.3243737923802406,-95.43232653905046,"[-211.9793701171875, -212.0307978753432, -212.04300006808953, -212.0159432500637, -211.94970158212473, -211.84445662808378, -211.70049685705018, -211.51821685275783, -211.29811623203852, -211.04079827540687, -210.7469682735106, -210.41743159397762, -210.05309147396005, -209.654946544425, -209.2240880929862, -208.77725921850498]","[-320.8502502441406, -321.5983990862125, -322.3482141372048, -323.09764020614074, -323.84462316821623, -324.5871155950135, -325.3230823663601, -326.05050624845194, -326.7673934229511, -327.47177895190333, -328.16173216349677, -328.835361943899, -329.49082192066953, -330.126315523539, -330.7401009086912, -331.34246621058855]","[15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0]"
0.5132365226745605,-212.03775024414062,-321.4530944824219,13.885540008544922,-26.503751595645028,-2.30734673149492,-95.04459981770465,"[-211.9793701171875, -212.0307978753432, -212.04300006808953, -212.0159432500637, -211.94970158212473, -211.84445662808378, -211.70049685705018, -211.51821685275783, -211.29811623203852, -211.04079827540687, -210.7469682735106, -210.41743159397762, -210.05309147396005, -209.654946544425, -209.2240880929862, -208.77725921850498]","[-320.8502502441406, -321.5983990862125, -322.3482141372048, -323.09764020614074, -323.84462316821623, -324.5871155950135, -325.3230823663601, -326.05050624845194, -326.7673934229511, -327.47177895190333, -328.16173216349677, -328.835361943899, -329.49082192066953, -330.126315523539, -330.7401009086912, -331.34246621058855]","[15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0]"
0.5441021919250488,-212.0802764892578,-321.9347229003906,13.889410018920898,-26.637451189127937,-2.280830906377554,-94.2678021608679,"[-211.9793701171875, -212.0307978753432, -212.04300006808953, -212.0159432500637, -211.94970158212473, -211.84445662808378, -211.70049685705018, -211.51821685275783, -211.29811623203852, -211.04079827540687, -210.7469682735106, -210.41743159397762, -210.05309147396005, -209.654946544425, -209.2240880929862, -208.77725921850498]","[-320.8502502441406, -321.5983990862125, -322.3482141372048, -323.09764020614074, -323.84462316821623, -324.5871155950135, -325.3230823663601, -326.05050624845194, -326.7673934229511, -327.47177895190333, -328.16173216349677, -328.835361943899, -329.49082192066953, -330.126315523539, -330.7401009086912, -331.34246621058855]","[15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0]"
0.5586826801300049,-212.0802764892578,-321.9347229003906,13.889410018920898,-26.637451189127937,-2.280830906377554,-94.2678021608679,"[-212.0802764892578, -212.1164887082792, -212.11344960058557, -212.0711674961601, -211.98975828731432, -211.86944511103553, -211.71055773738377, -211.51353166561486, -211.27890693050733, -211.00732662216467, -210.69953512334993, -210.35637606918448, -209.97879003480307, -209.56781195730406, -209.1245682990681, -208.66558961109408]","[-321.9347229003906, -322.6837624049536, -323.4336705780167, -324.182391973362, -324.9278743976467, -325.6680745353231, -326.40096354922383, -327.1245326414643, -327.8367985594178, -328.53580903167335, -329.2196481190761, -329.8864414661835, -330.5343614387438, -331.1616321331156, -331.766534243904, -332.35969405709574]","[15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0]"
0.5774843692779541,-212.11737060546875,-322.41705322265625,13.89304256439209,-26.800196537593557,-2.2504888608421867,-93.50882412329676,"[-212.0802764892578, -212.1164887082792, -212.11344960058557, -212.0711674961601, -211.98975828731432, -211.86944511103553, -211.71055773738377, -211.51353166561486, -211.27890693050733, -211.00732662216467, -210.69953512334993, -210.35637606918448, -209.97879003480307, -209.56781195730406, -209.1245682990681, -208.66558961109408]","[-321.9347229003906, -322.6837624049536, -323.4336705780167, -324.182391973362, -324.9278743976467, -325.6680745353231, -326.40096354922383, -327.1245326414643, -327.8367985594178, -328.53580903167335, -329.2196481190761, -329.8864414661835, -330.5343614387438, -331.1616321331156, -331.766534243904, -332.35969405709574]","[15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0]"
0.6130387783050537,-212.14886474609375,-322.89996337890625,13.896469116210938,-26.87961291338762,-2.236744726358903,-93.13319721931605,"[-212.0802764892578, -212.1164887082792, -212.11344960058557, -212.0711674961601, -211.98975828731432, -211.86944511103553, -211.71055773738377, -211.51353166561486, -211.27890693050733, -211.00732662216467, -210.69953512334993, -210.35637606918448, -209.97879003480307, -209.56781195730406, -209.1245682990681, -208.66558961109408]","[-321.9347229003906, -322.6837624049536, -323.4336705780167, -324.182391973362, -324.9278743976467, -325.6680745353231, -326.40096354922383, -327.1245326414643, -327.8367985594178, -328.53580903167335, -329.2196481190761, -329.8864414661835, -330.5343614387438, -331.1616321331156, -331.766534243904, -332.35969405709574]","[15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0]"
0.6326558589935303,-212.14886474609375,-322.89996337890625,13.896469116210938,-26.87961291338762,-2.236744726358903,-93.13319721931605,"[-212.14886474609375, -212.170237910932, -212.15235024409975, -212.09525077444943, -211.99909600766156, -211.86414949727362, -211.69078112229803, -211.47946607340955, -211.23078355048054, -210.94541517503447, -210.62414312196873, -210.26784797566756, -209.87750631638195, -209.45418804349205, -208.99905344299668, -208.5284194105812]","[-322.89996337890625, -323.64957307203144, -324.3992740361349, -325.1470113929441, -325.8907356462977, -326.6284082996722, -327.3580074435592, -328.0775332973794, -328.7850136907417, -329.47850946902565, -330.15611980846955, -330.81598742619656, -331.45630367089797, -332.0753134802225, -332.6713201912876, -333.255275333]","[15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0]"
0.6445939540863037,-212.17489624023438,-323.3833923339844,13.89974308013916,-27.01084968314039,-2.232386125948853,-92.38932050014103,"[-212.14886474609375, -212.170237910932, -212.15235024409975, -212.09525077444943, -211.99909600766156, -211.86414949727362, -211.69078112229803, -211.47946607340955, -211.23078355048054, -210.94541517503447, -210.62414312196873, -210.26784797566756, -209.87750631638195, -209.45418804349205, -208.99905344299668, -208.5284194105812]","[-322.89996337890625, -323.64957307203144, -324.3992740361349, -325.1470113929441, -325.8907356462977, -326.6284082996722, -327.3580074435592, -328.0775332973794, -328.7850136907417, -329.47850946902565, -330.15611980846955, -330.81598742619656, -331.45630367089797, -332.0753134802225, -332.6713201912876, -333.255275333]","[15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0]"
0.6764464378356934,-212.1954345703125,-323.86724853515625,13.90285587310791,-27.12553875997334,-2.229898381338487,-91.65242331943709,"[-212.14886474609375, -212.170237910932, -212.15235024409975, -212.09525077444943, -211.99909600766156, -211.86414949727362, -211.69078112229803, -211.47946607340955, -211.23078355048054, -210.94541517503447, -210.62414312196873, -210.26784797566756, -209.87750631638195, -209.45418804349205, -208.99905344299668, -208.5284194105812]","[-322.89996337890625, -323.64957307203144, -324.3992740361349, -325.1470113929441, -325.8907356462977, -326.6284082996722, -327.3580074435592, -328.0775332973794, -328.7850136907417, -329.47850946902565, -330.15611980846955, -330.81598742619656, -331.45630367089797, -332.0753134802225, -332.6713201912876, -333.255275333]","[15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0]"
0.7024238109588623,-212.1954345703125,-323.86724853515625,13.90285587310791,-27.12553875997334,-2.229898381338487,-91.65242331943709,"[-212.1954345703125, -212.1974295564453, -212.16017446338097, -212.08377140474215, -211.9684297960061, -211.8144657805114, -211.62230136293115, -211.3924632525874, -211.12558141977746, -210.8223873690692, -210.48371213429772, -210.11048400075967, -209.7037259608479, -209.26455291010157, -208.7941685913641, -208.30860144736792]","[-323.86724853515625, -324.6171602127775, -325.3661485719949, -326.1121606877363, -326.8531517926064, -327.5870908814518, -328.31196627820526, -329.0257911497501, -329.7266089516918, -330.4124987911103, -331.081580691594, -331.7320207461249, -332.3620361436903, -332.9699000558455, -333.55394636983834, -334.1255446104509]","[15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0]"
