time,x,y,z,yaw,pitch,roll,horizon_x,horizon_y,horizon_z
2.3603439331054688e-05,,,,,,,[],[],[]
0.0018589496612548828,9.504117012023926,-79.42815399169922,8.606283187866211,14.149494396293635,-3.129086959994207,-173.10076049316584,[],[],[]
0.03798198699951172,8.9129638671875,-79.48799896240234,8.62218952178955,14.18978026878365,-3.1164909510668477,-173.4602836815918,[],[],[]
0.06981563568115234,8.43974494934082,-79.53299713134766,8.634800910949707,14.205702300140981,-3.1105105306140404,-173.6412172491619,[],[],[]
0.10167694091796875,7.966254234313965,-79.575439453125,8.647208213806152,14.254891868530704,-3.091232095335803,-174.0436636293143,[],[],[]
0.13772177696228027,7.492521286010742,-79.61530303955078,8.659493446350098,14.295175445121938,-3.083408362925587,-174.38009033297217,[],[],[]
0.16973209381103516,7.018542766571045,-79.652587890625,8.671586036682129,14.316140215099917,-3.0745506955256094,-174.5645453345687,[],[],[]
0.20173263549804688,6.5443434715271,-79.68726348876953,8.683497428894043,14.357033844036984,-3.049417984216868,-174.9359176631821,[],[],[]
0.2376115322113037,5.9512553215026855,-79.72693634033203,8.698195457458496,14.406883906415844,-3.0256844659081685,-175.30620754134085,[],[],[]
0.26979875564575195,5.479470252990723,-79.75811004638672,8.710491180419922,14.430719070354733,-3.015142082433608,-175.48923620944666,[],[],[]
0.3015906810760498,5.007321357727051,-79.78650665283203,8.722639083862305,14.471617285507705,-3.0065111598768,-175.90406218212095,[],[],[]
0.3375673294067383,4.534834861755371,-79.81216430664062,8.73459243774414,14.503924407322604,-2.984961116978499,-176.24548422563183,[],[],[]
0.3698298931121826,4.062003135681152,-79.83509063720703,8.746359825134277,14.518155699751759,-2.977017506825635,-176.4329900515891,[],[],[]
0.40163278579711914,3.5888683795928955,-79.85533905029297,8.758009910583496,14.56833228001304,-2.9539855365593666,-176.81508747986794,[],[],[]
0.43758296966552734,2.997037410736084,-79.87682342529297,8.772225379943848,14.613773924195579,-2.9336436677981874,-177.19463684043788,[],[],[]
0.4698173999786377,2.523291826248169,-79.89100646972656,8.783347129821777,14.63691976981646,-2.922136424134598,-177.38606372189076,[],[],[]
0.5015532970428467,2.049337387084961,-79.90254211425781,8.794410705566406,14.688404893580888,-2.9104546692650497,-177.76807671922245,[],[],[]
0.537595272064209,1.5752043724060059,-79.91142272949219,8.80526351928711,14.73953298441959,-2.889433475379039,-178.1843794628776,[],[],[]
